log_type;participant_id;keyboard_type;txt_file;key_limit;key_code;key_value;content;timestamp;word_time_in_s;sentence_time_in_s;words_per_minute
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;71;G;"G";2021-05-18 16:13:18.905668;NaN;NaN;74074.07407407407
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;76;l;"Gl";2021-05-18 16:13:19.184109;NaN;NaN;86.14315556736035
word_finished;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich";2021-05-18 16:13:20.193460;1.287808;NaN;83.85399156646245
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;83;s;"Glücklich s";2021-05-18 16:13:20.585562;NaN;NaN;71.4261905555529
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;69;e;"Glücklich se";2021-05-18 16:13:20.825600;NaN;NaN;68.74631204680166
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;73;i;"Glücklich sei";2021-05-18 16:13:20.983635;NaN;NaN;69.29316639454663
word_finished;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich sein";2021-05-18 16:13:21.625368;1.03979;NaN;57.355872230235306
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;72;h;"Glücklich sein h";2021-05-18 16:13:22.393573;NaN;NaN;48.16421244202018
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;69;e;"Glücklich sein he";2021-05-18 16:13:22.598837;NaN;NaN;48.73647968825982
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;73;i;"Glücklich sein hei";2021-05-18 16:13:22.750040;NaN;NaN;49.94104615567092
word_finished;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich sein heißt";2021-05-18 16:13:23.393277;0.999696;NaN;48.13080884269915
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;69;e;"Glücklich sein heißt e";2021-05-18 16:13:23.929867;NaN;NaN;45.378895867773856
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;73;i;"Glücklich sein heißt ei";2021-05-18 16:13:24.134382;NaN;NaN;45.898983222774156
word_finished;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich sein heißt einen";2021-05-18 16:13:25.801358;1.871498;NaN;40.02406664529149
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;71;g;"Glücklich sein heißt einen g";2021-05-18 16:13:26.233511;NaN;NaN;39.30128322783622
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;85;u;"Glücklich sein heißt einen gu";2021-05-18 16:13:26.449065;NaN;NaN;39.76895826009216
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;84;t;"Glücklich sein heißt einen gut";2021-05-18 16:13:26.622319;NaN;NaN;40.43114110157236
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;16777219;<BACKSPACE>;"Glücklich sein heißt einen gutgu";2021-05-18 16:13:27.881398;NaN;NaN;37.43356795044864
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;16777219;<BACKSPACE>;"Glücklich sein heißt einen gutg";2021-05-18 16:13:28.056935;NaN;NaN;35.40425650952058
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;16777219;<BACKSPACE>;"Glücklich sein heißt einen gut";2021-05-18 16:13:28.232958;NaN;NaN;33.449552660477714
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;69;e;"Glücklich sein heißt einen gute";2021-05-18 16:13:28.575219;NaN;NaN;33.50667175747458
word_finished;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich sein heißt einen guten";2021-05-18 16:13:29.784924;3.551393;NaN;30.88400784711166
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;71;G;"Glücklich sein heißt einen guten G";2021-05-18 16:13:30.345725;NaN;NaN;30.41900075680376
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;69;e;"Glücklich sein heißt einen guten Ge";2021-05-18 16:13:30.561722;NaN;NaN;30.884766192025005
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;78;n;"Glücklich sein heißt einen guten Gen";2021-05-18 16:13:30.701960;NaN;NaN;31.53487617432446
word_finished;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich sein heißt einen guten Genius";2021-05-18 16:13:31.481267;1.135534;NaN;32.44336981966655
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;72;h;"Glücklich sein heißt einen guten Genius h";2021-05-18 16:13:31.961552;NaN;NaN;32.169004306510566
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;65;a;"Glücklich sein heißt einen guten Genius ha";2021-05-18 16:13:32.089790;NaN;NaN;32.76626458212546
word_finished;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich sein heißt einen guten Genius haben";2021-05-18 16:13:32.833326;0.871775;NaN;33.601812774719946
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;79;o;"Glücklich sein heißt einen guten Genius haben o";2021-05-18 16:13:33.528823;NaN;NaN;32.82429238347855
key_pressed;1;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;68;d;"Glücklich sein heißt einen guten Genius haben od";2021-05-18 16:13:33.720809;NaN;NaN;33.20884740392872
