log_type;participant_id;keyboard_type;txt_file;key_limit;key_code;key_value;content;timestamp;word_time_in_s;sentence_time_in_s;words_per_minute
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;71;G;"G";2021-05-18 17:33:36.263360;NaN;NaN;100840.33613445377
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;76;l;"Gl";2021-05-18 17:33:36.415327;NaN;NaN;157.79922678378875
word_finished;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich";2021-05-18 17:33:37.158849;0.895487;NaN;120.58874103121238
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;83;s;"Glücklich s";2021-05-18 17:33:37.319519;NaN;NaN;113.58828223280486
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;69;e;"Glücklich se";2021-05-18 17:33:37.391704;NaN;NaN;116.97274535033338
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;73;i;"Glücklich sei";2021-05-18 17:33:37.495435;NaN;NaN;116.86424027287799
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;78;n;"Glücklich sein";2021-05-18 17:33:37.591668;NaN;NaN;117.43141365591842
word_finished;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;32; ;"Glücklich sein";2021-05-18 17:33:37.662716;0.343227;NaN;111.47053212173441
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;72;h;"Glücklich sein h";2021-05-18 17:33:37.847824;NaN;NaN;106.0215842275223
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;69;e;"Glücklich sein he";2021-05-18 17:33:37.967968;NaN;NaN;105.5883205239058
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;73;i;"Glücklich sein hei";2021-05-18 17:33:38.087731;NaN;NaN;105.23465684184218
key_pressed;2;auto_complete;marc_aurel_selbstbetrachtungen.txt;2;84;t;"Glücklich sein heit";2021-05-18 17:33:38.248006;NaN;NaN;102.78274197148383
